tweet_id,times,dog_type,name,rating,stage,favorite_count,retweet_count
809448704142938112,2016-12-15 17:23:04,Greater_Swiss_Mountain_Dog,,12.0,,7693,1687
809220051211603969,2016-12-15 02:14:29,Pomeranian,Kyro,12.0,,22165,6519
809084759137812480,2016-12-14 17:16:53,Vizsla,Wallace,11.0,,14628,4029
808838249661788160,2016-12-14 00:57:20,Rottweiler,Ito,13.0,,11221,3516
808501579447930884,2016-12-13 02:39:32,Airedale,Koda,12.0,,12533,2996
808106460588765185,2016-12-12 00:29:28,Golden_Retriever,Burke,12.0,"pupper,doggo",9671,2515
808001312164028416,2016-12-11 17:31:39,Labrador_Retriever,Cooper,12.0,,13948,4075
807621403335917568,2016-12-10 16:22:02,Golden_Retriever,Ollie,14.0,pupper,16179,4267
807106840509214720,2016-12-09 06:17:20,Chihuahua,Stephan,13.0,,106634,56373
807010152071229440,2016-12-08 23:53:08,Golden_Retriever,Lennon,12.0,pupper,14452,4402
806542213899489280,2016-12-07 16:53:43,Vizsla,Waffles,11.0,,11321,2747
806219024703037440,2016-12-06 19:29:28,Chow,,11.0,,7122,1383
805932879469572096,2016-12-06 00:32:26,Norwegian_Elkhound,Major,12.0,,9164,2195
805826884734976000,2016-12-05 17:31:15,Siberian_Husky,Duke,12.0,puppo,7304,2126
805520635690676224,2016-12-04 21:14:20,Malinois,Zeke,13.0,,6342,1899
805207613751304193,2016-12-04 00:30:29,Pembroke,Shooter,12.0,,8644,1964
804738756058218496,2016-12-02 17:27:25,Tibetan_Mastiff,Django,12.0,,15262,4461
803773340896923648,2016-11-30 01:31:12,Miniature_Pinscher,Diogi,12.0,puppo,11157,3202
803638050916102144,2016-11-29 16:33:36,Labrador_Retriever,,13.0,pupper,12226,4803
803276597545603072,2016-11-28 16:37:19,Pembroke,Winston,11.0,,11161,2868
802952499103731712,2016-11-27 19:09:28,Chow,Marley,12.0,,10047,2322
802572683846291456,2016-11-26 18:00:13,Golden_Retriever,Winnie,12.0,,9919,2909
802265048156610565,2016-11-25 21:37:47,Labrador_Retriever,,11.0,"pupper,doggo",7011,1568
802239329049477120,2016-11-25 19:55:35,Eskimo_Dog,Loki,12.0,puppo,10088,3029
801958328846974976,2016-11-25 01:18:59,Staffordshire_Bullterrier,Ronnie,12.0,,8574,1984
801538201127157760,2016-11-23 21:29:33,Pembroke,Wallace,12.0,,9109,2377
801167903437357056,2016-11-22 20:58:07,Cocker_Spaniel,Milo,13.0,,27290,6925
801115127852503040,2016-11-22 17:28:25,Dalmatian,Bones,12.0,"pupper,doggo",8972,2417
800751577355128832,2016-11-21 17:23:47,Cocker_Spaniel,Mauve,12.0,,11655,3203
800513324630806528,2016-11-21 01:37:04,Pembroke,Chef,11.0,,14632,3476
800388270626521089,2016-11-20 17:20:08,Golden_Retriever,Doc,12.0,floof,12409,3250
800141422401830912,2016-11-20 00:59:15,Golden_Retriever,Peaches,13.0,,17023,2968
799757965289017345,2016-11-18 23:35:32,Border_Collie,Sobe,13.0,doggo,9352,2497
799422933579902976,2016-11-18 01:24:14,Miniature_Pinscher,Longfellow,12.0,,8938,2207
799297110730567681,2016-11-17 17:04:16,Malamute,Jeffrey,11.0,,11024,3214
799063482566066176,2016-11-17 01:35:54,Norfolk_Terrier,Mister,11.0,,9024,2852
798933969379225600,2016-11-16 17:01:16,Siberian_Husky,Iroh,12.0,,14669,5177
798925684722855936,2016-11-16 16:28:21,West_Highland_White_Terrier,Shadow,11.0,,8223,1657
798209839306514432,2016-11-14 17:03:50,Pekinese,Cooper,13.0,,11508,2947
797971864723324932,2016-11-14 01:18:12,American_Staffordshire_Terrier,,12.0,pupper,12975,3636
797545162159308800,2016-11-12 21:02:38,Pembroke,Cassie,12.0,,16135,5622
797236660651966464,2016-11-12 00:36:46,Collie,Pancake,12.0,,22250,7693
796865951799083009,2016-11-11 00:03:42,Cardigan,Tyr,12.0,,8528,2188
796759840936919040,2016-11-10 17:02:03,American_Staffordshire_Terrier,Romeo,11.0,,13222,3549
796484825502875648,2016-11-09 22:49:15,Cocker_Spaniel,,12.0,doggo,8444,2035
796387464403357696,2016-11-09 16:22:22,Pekinese,Snicku,12.0,,12278,4830
796149749086875649,2016-11-09 00:37:46,Golden_Retriever,Ruby,11.0,,36048,16559
796116448414461957,2016-11-08 22:25:27,Cardigan,,11.0,,10109,2796
796080075804475393,2016-11-08 20:00:55,Chow,Yogi,12.0,floof,9426,2690
796031486298386433,2016-11-08 16:47:50,Golden_Retriever,Daisy,13.0,,12020,4271
795464331001561088,2016-11-07 03:14:10,Golden_Retriever,,13.0,doggo,55479,27586
795400264262053889,2016-11-06 22:59:35,Golden_Retriever,Brody,12.0,,11229,3310
794332329137291264,2016-11-04 00:15:59,Samoyed,Nimbus,12.0,floof,10648,3076
793962221541933056,2016-11-02 23:45:19,Labrador_Retriever,Maximus,12.0,,18820,5679
793845145112371200,2016-11-02 16:00:06,Old_English_Sheepdog,Clark,13.0,,10247,2177
793601777308463104,2016-11-01 23:53:02,Miniature_Pinscher,Dobby,12.0,,8881,1901
793500921481273345,2016-11-01 17:12:16,Golden_Retriever,Fiona,12.0,,11908,2772
793286476301799424,2016-11-01 03:00:09,Afghan_Hound,Moreton,13.0,,27474,10673
793271401113350145,2016-11-01 02:00:14,Siberian_Husky,Dave,12.0,,9649,2751
793256262322548741,2016-11-01 01:00:05,Basset,,12.0,,22263,9661
793241302385262592,2016-11-01 00:00:38,Golden_Retriever,Tucker,13.0,,11741,3790
793226087023144960,2016-10-31 23:00:11,Wire-Haired_Fox_Terrier,Juno,11.0,,10961,3322
793195938047070209,2016-10-31 21:00:23,Labrador_Retriever,Lily,12.0,puppo,17001,6504
793180763617361921,2016-10-31 20:00:05,Lakeland_Terrier,Newt,11.0,,7710,2306
793165685325201412,2016-10-31 19:00:10,Golden_Retriever,Benji,12.0,,10436,3227
793150605191548928,2016-10-31 18:00:14,Italian_Greyhound,Nida,11.0,,6886,1982
793120401413079041,2016-10-31 16:00:13,Labrador_Retriever,Robin,11.0,,14138,4533
792773781206999040,2016-10-30 17:02:53,Yorkshire_Terrier,Monster,12.0,,8170,1958
792394556390137856,2016-10-29 15:55:58,Cocker_Spaniel,BeBe,12.0,,15071,4976
792050063153438720,2016-10-28 17:07:05,Komondor,Remus,11.0,,7992,2080
791672322847637504,2016-10-27 16:06:04,Golden_Retriever,,13.0,,13086,3646
791406955684368384,2016-10-26 22:31:36,Pembroke,Levi,12.0,,14627,4774
791312159183634433,2016-10-26 16:14:55,Miniature_Pinscher,Mabel,12.0,,9801,2947
790987426131050500,2016-10-25 18:44:32,Cocker_Spaniel,Misty,12.0,,11041,2468
790698755171364864,2016-10-24 23:37:28,Bernese_Mountain_Dog,Mosby,12.0,,9118,2191
790337589677002753,2016-10-23 23:42:19,Pembroke,Maggie,12.0,,8696,2160
790277117346975746,2016-10-23 19:42:02,Labrador_Retriever,Bruce,11.0,,14015,3717
789628658055020548,2016-10-22 00:45:17,Chow,Eli,13.0,,8410,2072
789599242079838210,2016-10-21 22:48:24,Chesapeake_Bay_Retriever,Brownie,12.0,,7579,2267
789530877013393408,2016-10-21 18:16:44,Schipperke,Rizzy,12.0,,13117,3924
789268448748703744,2016-10-21 00:53:56,Malamute,Stella,10.0,,10147,2996
789137962068021249,2016-10-20 16:15:26,Chihuahua,Bo,12.0,,10824,3232
788765914992902144,2016-10-19 15:37:03,Cocker_Spaniel,Butter,12.0,,30604,11969
788412144018661376,2016-10-18 16:11:17,Golden_Retriever,Dexter,11.0,,15998,5964
788178268662984705,2016-10-18 00:41:57,Samoyed,,13.0,,8060,2477
788150585577050112,2016-10-17 22:51:57,Chow,Leo,13.0,,6837,1502
787810552592695296,2016-10-17 00:20:47,Pug,Frank,11.0,,9678,3523
787717603741622272,2016-10-16 18:11:26,German_Shepherd,Tonks,13.0,puppo,11370,3226
787397959788929025,2016-10-15 21:01:17,Chihuahua,Moose,11.0,,12064,3281
786963064373534720,2016-10-14 16:13:10,Golden_Retriever,Rory,12.0,,29595,9272
786709082849828864,2016-10-13 23:23:56,Pomeranian,Logan,9.75,,20221,7033
786664955043049472,2016-10-13 20:28:35,Leonberg,,12.0,,11908,2981
786595970293370880,2016-10-13 15:54:28,Pembroke,Dale,11.0,,10460,3575
786363235746385920,2016-10-13 00:29:39,Golden_Retriever,Rizzo,13.0,doggo,12129,4054
786233965241827333,2016-10-12 15:55:59,Labrador_Retriever,Mattie,11.0,,17100,5529
785872687017132033,2016-10-11 16:00:24,Great_Pyrenees,Rusty,12.0,,7452,2112
785533386513321988,2016-10-10 17:32:08,Miniature_Pinscher,Dallas,11.0,,10146,2318
784826020293709826,2016-10-08 18:41:19,Chow,Rusty,13.0,,11268,3698
784517518371221505,2016-10-07 22:15:26,Malamute,Frankie,11.0,,10005,2945
784431430411685888,2016-10-07 16:33:21,Miniature_Poodle,Stormy,12.0,,6308,1479
783821107061198850,2016-10-06 00:08:09,Lakeland_Terrier,Mairi,12.0,,8176,2259
783695101801398276,2016-10-05 15:47:27,Chow,Loomis,12.0,,11595,3706
783466772167098368,2016-10-05 00:40:09,Chihuahua,Finn,11.0,,9426,2586
783391753726550016,2016-10-04 19:42:03,Norwegian_Elkhound,Godi,13.0,,18821,6393
783334639985389568,2016-10-04 15:55:06,Cardigan,Dave,12.0,,32504,13512
783085703974514689,2016-10-03 23:25:55,Chesapeake_Bay_Retriever,Earl,11.0,,9069,2541
782747134529531904,2016-10-03 01:00:34,Golden_Retriever,Deacon,11.0,doggo,8276,1593
782722598790725632,2016-10-02 23:23:04,Irish_Setter,Penny,10.0,,19173,6201
782598640137187329,2016-10-02 15:10:30,Malamute,Timmy,11.0,,8664,2177
782305867769217024,2016-10-01 19:47:08,Briard,Sampson,12.0,doggo,18547,6424
781661882474196992,2016-09-30 01:08:10,Pembroke,,5.0,,11586,3107
781251288990355457,2016-09-28 21:56:36,Mexican_Hairless,Oakley,11.0,,9403,2430
781163403222056960,2016-09-28 16:07:23,Shetland_Sheepdog,,10.0,,10852,3149
780858289093574656,2016-09-27 19:54:58,Chesapeake_Bay_Retriever,Dash,10.0,,8007,2311
780800785462489090,2016-09-27 16:06:28,Siberian_Husky,Koda,11.0,,6114,1493
780601303617732608,2016-09-27 02:53:48,Saint_Bernard,Hercules,12.0,,13464,3810
780543529827336192,2016-09-26 23:04:13,Golden_Retriever,,12.0,floof,7001,2008
780459368902959104,2016-09-26 17:29:48,Great_Dane,Bear,11.0,,5868,1221
780192070812196864,2016-09-25 23:47:39,Vizsla,,11.0,floof,9671,2571
779834332596887552,2016-09-25 00:06:08,Golden_Retriever,Scout,11.0,,21161,8148
779123168116150273,2016-09-23 01:00:13,Toy_Poodle,Reggie,12.0,,13146,4189
779056095788752897,2016-09-22 20:33:42,Chihuahua,,13.0,,16444,5202
778990705243029504,2016-09-22 16:13:51,Cocker_Spaniel,Jay,11.0,,22262,8371
778748913645780993,2016-09-22 00:13:04,Staffordshire_Bullterrier,Mya,11.0,,7681,1549
778650543019483137,2016-09-21 17:42:10,German_Shepherd,Strider,10.0,,6415,1714
778624900596654080,2016-09-21 16:00:17,Airedale,Penny,11.0,,5166,1165
778408200802557953,2016-09-21 01:39:11,Pembroke,,14.0,,15089,4988
778383385161035776,2016-09-21 00:00:35,Collie,Nala,13.0,,6502,1264
778286810187399168,2016-09-20 17:36:50,Boston_Bull,Stanley,11.0,,11529,3804
778039087836069888,2016-09-20 01:12:28,German_Shepherd,,12.0,pupper,9386,3040
778027034220126208,2016-09-20 00:24:34,Clumber,Sophie,11.27,pupper,7292,1867
777885040357281792,2016-09-19 15:00:20,Afghan_Hound,Wesley,3.0,,7054,1882
777684233540206592,2016-09-19 01:42:24,Cocker_Spaniel,,11.5,,12468,3390
777621514455814149,2016-09-18 21:33:11,Chow,Derek,12.0,,9706,2884
777189768882946048,2016-09-17 16:57:35,Chihuahua,Jeffrey,12.0,,15858,4965
776813020089548800,2016-09-16 16:00:31,Toy_Poodle,Solomon,12.0,,5420,1393
776477788987613185,2016-09-15 17:48:25,Labrador_Retriever,Huck,11.0,pupper,9823,3223
776218204058357768,2016-09-15 00:36:55,Samoyed,,13.0,floof,33209,18343
776201521193218049,2016-09-14 23:30:38,Rottweiler,O'Malley,10.0,,10635,2890
775842724423557120,2016-09-13 23:44:54,Chow,Blue,12.0,,12980,3083
775364825476165632,2016-09-12 16:05:54,Beagle,Finley,11.0,doggo,8265,3445
775085132600442880,2016-09-11 21:34:30,Chow,Tucker,13.0,,17218,5448
774757898236878852,2016-09-10 23:54:11,Toy_Poodle,Finley,12.0,,9429,2023
774639387460112384,2016-09-10 16:03:16,Walker_Hound,Sprinkles,10.0,,7461,2000
774314403806253056,2016-09-09 18:31:54,Eskimo_Dog,,14.0,,24093,6425
773922284943896577,2016-09-08 16:33:46,Pomeranian,Heinrich,12.0,floof,7078,1980
773704687002451968,2016-09-08 02:09:06,Silky_Terrier,Loki,12.0,,7287,1873
773670353721753600,2016-09-07 23:52:41,Old_English_Sheepdog,Shakespeare,10.0,,5910,1489
773547596996571136,2016-09-07 15:44:53,Norwegian_Elkhound,Chelsea,11.0,pupper,24461,7085
773191612633579521,2016-09-06 16:10:20,Blenheim_Spaniel,Grey,12.0,,11079,4713
772826264096874500,2016-09-05 15:58:34,Basset,Roosevelt,11.0,,8820,2654
772581559778025472,2016-09-04 23:46:12,Newfoundland,,10.0,,7167,1954
772193107915964416,2016-09-03 22:02:38,Pembroke,Willem,12.0,pupper,6642,1596
772152991789019136,2016-09-03 19:23:13,Golden_Retriever,,10.0,,4168,1292
772117678702071809,2016-09-03 17:02:54,Labrador_Retriever,Jack,12.0,,4153,844
772114945936949249,2016-09-03 16:52:02,Chihuahua,Finn,10.0,,2994,544
772102971039580160,2016-09-03 16:04:27,Pembroke,Penny,11.0,,4438,1060
771770456517009408,2016-09-02 18:03:10,Papillon,Davey,11.0,,13308,3901
771500966810099713,2016-09-02 00:12:18,Labrador_Retriever,Dakota,12.0,,9146,2992
771380798096281600,2016-09-01 16:14:48,Collie,Fizz,11.0,,11692,5860
771102124360998913,2016-08-31 21:47:27,Labrador_Retriever,Charlie,12.0,,6875,1648
770787852854652928,2016-08-31 00:58:39,Bernese_Mountain_Dog,Winston,10.0,,5478,1407
770772759874076672,2016-08-30 23:58:40,Chow,Sebastian,11.0,,5734,1611
770293558247038976,2016-08-29 16:14:30,Italian_Greyhound,Jackson,10.0,,6899,1703
770069151037685760,2016-08-29 01:22:47,Boston_Bull,Carbon,10.0,,8353,2633
769940425801170949,2016-08-28 16:51:16,Miniature_Pinscher,Klein,12.0,,34822,11050
769695466921623552,2016-08-28 00:37:54,Pug,Titan,13.0,,7073,1911
769212283578875904,2016-08-26 16:37:54,Golden_Retriever,DonDon,12.0,,5963,1954
768970937022709760,2016-08-26 00:38:52,Pomeranian,Kirby,12.0,,15958,7503
768855141948723200,2016-08-25 16:58:45,Chow,Jesse,11.0,,4645,1028
768609597686943744,2016-08-25 00:43:02,Basenji,Lou,10.0,,4562,1378
768596291618299904,2016-08-24 23:50:10,Great_Pyrenees,Oakley,12.0,,5565,1464
768473857036525572,2016-08-24 15:43:39,Labrador_Retriever,Chevy,11.0,,15048,3932
767754930266464257,2016-08-22 16:06:54,Vizsla,Philbert,11.0,,17733,6178
767500508068192258,2016-08-21 23:15:55,Chow,Louie,12.0,,8253,2671
767122157629476866,2016-08-20 22:12:29,Toy_Poodle,Rupert,13.0,,11180,3246
766793450729734144,2016-08-20 00:26:19,Beagle,Rufus,10.0,,5626,1556
766693177336135680,2016-08-19 17:47:52,Doberman,Brudge,11.0,,4467,912
766423258543644672,2016-08-18 23:55:18,Keeshond,Shadoe,9.0,,6651,1810
766313316352462849,2016-08-18 16:38:26,Toy_Poodle,Oscar,12.0,,7467,2156
766069199026450432,2016-08-18 00:28:24,Redbone,Juno,12.0,,4735,997
766008592277377025,2016-08-17 20:27:34,Welsh_Springer_Spaniel,Angel,11.0,,4120,568
765719909049503744,2016-08-17 01:20:27,Golden_Retriever,Brat,12.0,,7990,2461
765669560888528897,2016-08-16 22:00:23,Beagle,Tove,12.0,,5724,1402
765395769549590528,2016-08-16 03:52:26,Pembroke,Zoey,13.0,,20472,3114
765371061932261376,2016-08-16 02:14:15,Golden_Retriever,Louie,11.0,pupper,7813,2461
765222098633691136,2016-08-15 16:22:20,Dalmatian,Gromit,10.0,,12843,3881
764857477905154048,2016-08-14 16:13:27,Bernese_Mountain_Dog,Aubie,12.0,,7072,2016
764259802650378240,2016-08-13 00:38:30,German_Shepherd,Kota,10.0,,6688,1735
763837565564780549,2016-08-11 20:40:41,Malamute,Alfie,11.0,,13984,4818
763183847194451968,2016-08-10 01:23:03,Miniature_Poodle,Clark,8.0,,5981,1690
762699858130116608,2016-08-08 17:19:51,Kelpie,Leela,11.0,,13468,4171
762471784394268675,2016-08-08 02:13:34,Samoyed,Glenn,12.0,,12526,7546
762464539388485633,2016-08-08 01:44:46,Chow,Buddy,12.0,,11451,4816
761976711479193600,2016-08-06 17:26:19,Labrador_Retriever,Shelby,12.0,,5962,2297
761599872357261312,2016-08-05 16:28:54,Gordon_Setter,Sephie,11.0,,4559,1330
761334018830917632,2016-08-04 22:52:29,Norwegian_Elkhound,Bruce,10.0,,5761,1658
761292947749015552,2016-08-04 20:09:17,Standard_Poodle,Bonaparte,11.0,,4937,1256
761004547850530816,2016-08-04 01:03:17,Golden_Retriever,Bo,11.0,,12422,3933
760893934457552897,2016-08-03 17:43:45,Blenheim_Spaniel,Wishes,11.0,doggo,4212,1101
760656994973933572,2016-08-03 02:02:14,Golden_Retriever,Rose,11.0,,7308,2198
760539183865880579,2016-08-02 18:14:06,Samoyed,Atlas,12.0,,8354,4148
760290219849637889,2016-08-02 01:44:48,Old_English_Sheepdog,Rocco,13.0,,29503,13070
759923798737051648,2016-08-01 01:28:46,Labrador_Retriever,,10.0,,16212,6481
759846353224826880,2016-07-31 20:21:02,Sussex_Spaniel,Kirby,11.0,,7399,2256
759793422261743616,2016-07-31 16:50:42,Golden_Retriever,Maggie,12.0,"pupper,doggo",6585,2164
759557299618865152,2016-07-31 01:12:26,Golden_Retriever,Emma,10.0,,5185,1337
759447681597108224,2016-07-30 17:56:51,Kuvasz,Oakley,11.0,,9382,2809
759197388317847553,2016-07-30 01:22:17,Kuvasz,Luna,12.0,,6697,2208
759099523532779520,2016-07-29 18:53:24,Shetland_Sheepdog,Toby,7.0,,16047,4790
759047813560868866,2016-07-29 15:27:55,Labrador_Retriever,Spencer,11.0,,7201,2291
758828659922702336,2016-07-29 00:57:05,Chesapeake_Bay_Retriever,,13.0,doggo,12323,4351
758740312047005698,2016-07-28 19:06:01,Chesapeake_Bay_Retriever,Boston,12.0,,6317,1819
758474966123810816,2016-07-28 01:31:38,Pembroke,Brandonald,11.0,,4205,1125
758467244762497024,2016-07-28 01:00:57,Labrador_Retriever,,11.0,,5297,2516
758405701903519748,2016-07-27 20:56:24,Chesapeake_Bay_Retriever,Odie,10.0,,5729,2192
758355060040593408,2016-07-27 17:35:10,Pembroke,Corey,11.0,,3782,1239
757611664640446465,2016-07-25 16:21:11,Bluetick,Cooper,12.0,,5007,1265
757393109802180609,2016-07-25 01:52:43,Labrador_Retriever,,10.0,doggo,6434,1996
757354760399941633,2016-07-24 23:20:20,Italian_Greyhound,Devón,8.0,,4973,1624
756998049151549440,2016-07-23 23:42:53,Golden_Retriever,Oliver,11.0,,6898,2260
756939218950160384,2016-07-23 19:49:07,Golden_Retriever,Jax,12.0,pupper,7306,2283
756651752796094464,2016-07-23 00:46:50,Pembroke,Gert,11.0,,5588,1503
756303284449767430,2016-07-22 01:42:09,Golden_Retriever,,11.0,,4345,1224
756275833623502848,2016-07-21 23:53:04,Airedale,,10.0,puppo,7090,1733
755955933503782912,2016-07-21 02:41:54,Pekinese,,12.0,pupper,8064,3274
755110668769038337,2016-07-18 18:43:07,Labrador_Retriever,Watson,13.0,,23353,12554
754856583969079297,2016-07-18 01:53:28,Golden_Retriever,Winnie,11.0,,7578,2856
754449512966619136,2016-07-16 22:55:55,Beagle,Dex,11.0,,4132,840
754120377874386944,2016-07-16 01:08:03,Chow,,10.0,,8628,2655
754011816964026368,2016-07-15 17:56:40,French_Bulldog,Charlie,12.0,,9683,4064
753655901052166144,2016-07-14 18:22:23,Miniature_Pinscher,,10.0,,6424,2482
753398408988139520,2016-07-14 01:19:12,Whippet,Scout,12.0,,6357,2174
753375668877008896,2016-07-13 23:48:51,Bluetick,Hank,8.0,,8365,2644
753294487569522689,2016-07-13 18:26:16,Chow,Ace,11.0,,3740,1183
753026973505581056,2016-07-13 00:43:15,Pembroke,Tayzie,10.0,,4259,1103
752917284578922496,2016-07-12 17:27:23,German_Shepherd,Grizzie,11.0,,7551,1781
752682090207055872,2016-07-12 01:52:49,German_Shepherd,,10.0,doggo,6621,1829
752334515931054080,2016-07-11 02:51:40,Bedlington_Terrier,,8.0,doggo,4213,1258
752173152931807232,2016-07-10 16:10:29,Labrador_Retriever,Brody,12.0,,6548,2097
751937170840121344,2016-07-10 00:32:46,Lakeland_Terrier,Ruby,11.0,,5746,1516
751830394383790080,2016-07-09 17:28:29,Chow,Tucker,12.0,,6394,2213
751598357617971201,2016-07-09 02:06:27,Toy_Poodle,Toby,13.0,,8665,3419
751583847268179968,2016-07-09 01:08:47,Dalmatian,,5.0,"pupper,doggo",4837,1260
751538714308972544,2016-07-08 22:09:27,Labrador_Retriever,Max,10.0,,5526,1437
751456908746354688,2016-07-08 16:44:23,Golden_Retriever,,12.0,pupper,3501,1120
751251247299190784,2016-07-08 03:07:09,Walker_Hound,Gilbert,10.0,floof,13727,6657
751205363882532864,2016-07-08 00:04:50,Labrador_Retriever,,12.0,,6920,2074
751132876104687617,2016-07-07 19:16:47,Labrador_Retriever,Cooper,10.0,puppo,5595,1475
750868782890057730,2016-07-07 01:47:22,Toy_Poodle,Milo,11.0,pupper,5287,1585
750719632563142656,2016-07-06 15:54:42,Pembroke,Meyer,12.0,,14563,5720
750429297815552001,2016-07-05 20:41:01,Golden_Retriever,Arnie,12.0,floof,14506,4915
750383411068534784,2016-07-05 17:38:41,Border_Collie,Zoe,9.0,pupper,4984,1300
750147208377409536,2016-07-05 02:00:06,Pug,,13.0,,3399,1091
750132105863102464,2016-07-05 01:00:05,Toy_Poodle,Stewie,11.0,,3977,1430
750117059602808832,2016-07-05 00:00:18,Shih-Tzu,Calvin,10.0,,4725,1458
750101899009982464,2016-07-04 23:00:03,Golden_Retriever,Lilah,11.0,,3336,953
750086836815486976,2016-07-04 22:00:12,Pug,Spanky,12.0,,2375,612
750071704093859840,2016-07-04 21:00:04,Redbone,,10.0,pupper,8618,3782
750056684286914561,2016-07-04 20:00:23,Saluki,Jameson,11.0,,3429,1006
750041628174217216,2016-07-04 19:00:33,Labrador_Retriever,Beau,13.0,,3484,701
750026558547456000,2016-07-04 18:00:41,Standard_Poodle,Jax,10.0,,2973,884
749996283729883136,2016-07-04 16:00:22,Old_English_Sheepdog,Bo,12.0,,3319,913
749774190421639168,2016-07-04 01:17:51,Pekinese,Lucy,12.0,,5092,1489
749417653287129088,2016-07-03 01:41:06,Papillon,Finn,11.0,pupper,6688,1891
749403093750648834,2016-07-03 00:43:15,Chesapeake_Bay_Retriever,,10.0,,2878,617
749395845976588288,2016-07-03 00:14:27,Pomeranian,George,10.0,,9457,3927
749317047558017024,2016-07-02 19:01:20,Wire-Haired_Fox_Terrier,Blu,12.0,floof,6038,2496
749064354620928000,2016-07-02 02:17:13,Pug,Winston,11.0,,5259,1708
748977405889503236,2016-07-01 20:31:43,German_Short-Haired_Pointer,,10.0,,11187,3746
748932637671223296,2016-07-01 17:33:49,Borzoi,Divine,13.0,doggo,6425,2555
748699167502000129,2016-07-01 02:06:06,Pembroke,Tripp,11.0,,5190,1810
748568946752774144,2016-06-30 17:28:39,Tibetan_Terrier,Cora,12.0,,2399,771
748346686624440324,2016-06-30 02:45:28,Borzoi,,10.0,,5709,1404
748324050481647620,2016-06-30 01:15:31,Shetland_Sheepdog,Duke,11.0,,4059,865
747963614829678593,2016-06-29 01:23:16,Kelpie,,10.0,pupper,6360,2433
747933425676525569,2016-06-28 23:23:19,Samoyed,,11.0,floof,7266,2881
747885874273214464,2016-06-28 20:14:22,Kuvasz,,8.0,,3226,1112
747844099428986880,2016-06-28 17:28:22,Pembroke,Huxley,11.0,,3070,846
747816857231626240,2016-06-28 15:40:07,Pembroke,,4.0,,5316,1309
747600769478692864,2016-06-28 01:21:27,Chesapeake_Bay_Retriever,Bookstore,8.5,,2536,615
747594051852075008,2016-06-28 00:54:46,Basenji,,11.0,,4043,1199
747512671126323200,2016-06-27 19:31:23,Cardigan,,10.0,,6085,1796
747219827526344708,2016-06-27 00:07:44,Shetland_Sheepdog,Atticus,11.0,,5766,1779
747103485104099331,2016-06-26 16:25:26,Labrador_Retriever,,11.0,,10495,4527
746872823977771008,2016-06-26 01:08:52,Pembroke,,11.0,,6556,2418
746790600704425984,2016-06-25 19:42:08,Boston_Bull,,10.0,,5322,1800
746726898085036033,2016-06-25 15:29:00,Golden_Retriever,Abby,12.0,,6622,2028
746507379341139972,2016-06-25 00:56:43,Toy_Poodle,Shiloh,10.0,,5074,1222
746369468511756288,2016-06-24 15:48:42,German_Shepherd,,9.0,,6611,1846
746131877086527488,2016-06-24 00:04:36,Chow,Gustav,10.0,,7539,2493
746056683365994496,2016-06-23 19:05:49,Shetland_Sheepdog,Arlen,11.0,pupper,3884,927
745789745784041472,2016-06-23 01:25:06,Pekinese,Gus,10.0,,4413,1201
745422732645535745,2016-06-22 01:06:43,Labrador_Retriever,,9.0,,9367,2754
745057283344719872,2016-06-21 00:54:33,Shetland_Sheepdog,Oliver,12.0,,7909,2568
744995568523612160,2016-06-20 20:49:19,Old_English_Sheepdog,Abby,9.0,puppo,3265,707
744971049620602880,2016-06-20 19:11:53,Toy_Poodle,Indie,12.0,,8608,3027
744709971296780288,2016-06-20 01:54:27,Shetland_Sheepdog,Harvey,10.0,,6127,1757
744334592493166593,2016-06-19 01:02:50,Samoyed,Blanket,11.0,,7407,2404
744234799360020481,2016-06-18 18:26:18,Labrador_Retriever,,13.0,doggo,130533,79116
743980027717509120,2016-06-18 01:33:55,Bull_Mastiff,Geno,11.0,,4530,1227
743895849529389061,2016-06-17 19:59:26,Dalmatian,,10.0,,3974,1079
743609206067040256,2016-06-17 01:00:24,Weimaraner,Stark,10.0,,4889,1554
743253157753532416,2016-06-16 01:25:36,Malamute,Kilo,10.0,puppo,4600,1359
743222593470234624,2016-06-15 23:24:09,Kuvasz,,12.0,pupper,6764,2151
743210557239623680,2016-06-15 22:36:19,Golden_Retriever,Kayla,10.0,,4186,1545
742423170473463808,2016-06-13 18:27:32,Pug,Bell,12.0,,10771,4293
742385895052087300,2016-06-13 15:59:24,Cardigan,Phil,11.0,,7432,2251
741793263812808706,2016-06-12 00:44:30,Kuvasz,,10.0,,4959,1691
741743634094141440,2016-06-11 21:27:17,Labrador_Retriever,Aqua,11.0,pupper,8905,3121
741438259667034112,2016-06-11 01:13:51,Chesapeake_Bay_Retriever,Tucker,9.0,,4005,935
741303864243200000,2016-06-10 16:19:48,Chihuahua,Theodore,12.0,,9600,3631
741067306818797568,2016-06-10 00:39:48,Golden_Retriever,,12.0,"pupper,doggo",10295,3492
740995100998766593,2016-06-09 19:52:53,Malamute,Leo,10.0,,6984,3131
740711788199743490,2016-06-09 01:07:06,Toy_Poodle,,9.0,,3724,1058
740373189193256964,2016-06-08 02:41:38,Golden_Retriever,,14.0,,37704,15029
740359016048689152,2016-06-08 01:45:19,Golden_Retriever,Chase,9.0,,3600,959
740214038584557568,2016-06-07 16:09:13,Chesapeake_Bay_Retriever,,10.0,,7300,2211
